Time,Bus,MessageID,Message,MessageLength
1580765128,0,180,00000000dd057e1c,8
1580765129,0,180,000000001d04e6c3,8
1580765129,0,180,000000002104e1c2,8
1580765129,0,180,000000002504caaf,8
1580765129,0,180,000000002d04ae9b,8
1580765130,0,180,000000005103efff,8
1580765130,0,180,000000005503e4f8,8
1580765130,0,180,000000006103c2e2,8
1580765130,0,180,000000006103c8e8,8
1580765130,0,180,000000006903a6ce,8
1580765131,0,180,000000006903abd3,8
1580765131,0,180,0000000071039bcb,8
1580765131,0,180,0000000075039bcf,8
1580765131,0,180,00000000750395c9,8
1580765131,0,180,0000000075038fc3,8
1580765131,0,180,000000007d038fcb,8
1580765131,0,180,000000008503a6ea,8
1580765131,0,180,000000008903a0e8,8
1580765131,0,180,000000008903abf3,8
1580765131,0,180,000000009903d830,8
1580765131,0,180,000000009903cd25,8
1580765131,0,180,000000009d03c21e,8
1580765131,0,180,000000009d03d32f,8
1580765131,0,180,000000009d03d834,8
1580765132,0,180,00000000a5040065,8
1580765132,0,180,00000000b10438a9,8
1580765132,0,180,00000000b5043eb3,8
1580765132,0,180,00000000b5043eb3,8
1580765132,0,180,00000000b50443b8,8
1580765132,0,180,00000000b90443bc,8
1580765132,0,180,00000000c5044fd4,8
1580765132,0,180,00000000c5045adf,8
1580765132,0,180,00000000cd047c09,8
1580765133,0,180,00000000e1045afb,8
1580765133,0,180,00000000ed047c29,8
1580765133,0,180,00000000f1048132,8
1580765133,0,180,00000000f1048132,8
1580765133,0,180,00000000f1048738,8
1580765133,0,180,00000000f5048c41,8
1580765133,0,180,00000000f5048c41,8
1580765133,0,180,00000000fd049855,8
1580765133,0,180,000000000d04ae7b,8
1580765133,0,180,000000000d04b481,8
1580765133,0,180,000000001904bf98,8
1580765133,0,180,000000001904bf98,8
1580765134,0,180,000000002904dbc4,8
1580765134,0,180,000000002d04e1ce,8
1580765134,0,180,000000002d04e6d3,8
1580765134,0,180,000000003104e6d7,8
1580765134,0,180,000000003d04ece9,8
1580765134,0,180,000000003d04ece9,8
1580765134,0,180,000000004904f700,8
1580765134,0,180,000000005905132d,8
1580765134,0,180,0000000061051f41,8
1580765135,0,180,71053062,8
1580765135,0,180,81054082,8
1580765135,0,180,000000008505468c,8
1580765135,0,180,0000000085054c92,8
1580765135,0,180,0000000085054c92,8
1580765135,0,180,0000000089054c96,8
1580765135,0,180,0000000095055db3,8
1580765135,0,180,0000000099055db7,8
1580765135,0,180,0000000099055db7,8
1580765135,0,180,0000000099055db7,8
1580765135,0,180,000000009d0562c0,8
1580765135,0,180,00000000a90573dd,8
1580765135,0,180,00000000ad0573e1,8
1580765135,0,180,00000000ad0579e7,8
1580765135,0,180,00000000ad0579e7,8
1580765136,0,180,00000000bd058a08,8
1580765136,0,180,00000000c1058f11,8
1580765136,0,180,00000000c5058f15,8
1580765136,0,180,00000000d105a638,8
1580765136,0,180,00000000d505a63c,8
1580765136,0,180,00000000e505b75d,8
1580765136,0,180,00000000e505b75d,8
1580765136,0,180,00000000e905b761,8
1580765136,0,180,000000000105d395,8
1580765136,0,180,000000000105d395,8
1580765136,0,180,000000000505d89e,8
1580765136,0,180,000000000505d89e,8
1580765137,0,180,0000000045061c23,8
1580765138,0,180,71062154,8
1580765138,0,180,000000007106275a,8
1580765138,0,180,000000007106275a,8
1580765138,0,180,81062164,8
1580765138,0,180,81062164,8
1580765138,0,180,000000008d061c6b,8
1580765138,0,180,000000009d061c7b,8
1580765138,0,180,00000000a1061c7f,8
1580765138,0,180,00000000a1061c7f,8
1580765138,0,180,00000000a1061c7f,8
1580765138,0,180,00000000a5061c83,8
1580765138,0,180,00000000a5061c83,8
1580765138,0,180,00000000a9061681,8
1580765138,0,180,00000000ad061180,8
1580765138,0,180,00000000ad061180,8
1580765138,0,180,00000000b1061184,8
1580765138,0,180,00000000b1061184,8
1580765138,0,180,00000000b1061184,8
1580765139,0,180,00000000c506058c,8
1580765139,0,180,00000000c9060590,8
1580765139,0,180,00000000c906008b,8
1580765139,0,180,00000000cd06008f,8
1580765139,0,180,00000000cd06008f,8
1580765139,0,180,00000000cd05fa88,8
1580765139,0,180,00000000d105fa8c,8
1580765139,0,180,00000000f505b76d,8
1580765139,0,180,00000000f905a660,8
1580765139,0,180,0000000009055d27,8
1580765140,0,180,000000000d055725,8
1580765140,0,180,00000000150524fa,8
1580765140,0,180,000000001d0508e6,8
1580765140,0,180,000000002104f7d8,8
1580765140,0,180,000000002504e1c6,8
1580765140,0,180,000000002504d0b5,8
1580765140,0,180,000000002904c5ae,8
1580765140,0,180,000000002904b49d,8
1580765140,0,180,000000002d04ae9b,8
1580765140,0,180,000000002d04a390,8
1580765140,0,180,000000002d049d8a,8
1580765140,0,180,31049283,8
1580765140,0,180,31048778,8
1580765140,0,180,31048172,8
1580765140,0,180,000000003504766b,8
1580765140,0,180,35047065,8
1580765140,0,180,0000000035046b60,8
1580765140,0,180,0000000039045f58,8
1580765140,0,180,41042728,8
1580765140,0,180,41042223,8
1580765140,0,180,000000004903e4ec,8
1580765140,0,180,000000004d03d8e4,8
1580765140,0,180,000000004d03d3df,8
1580765141,0,180,0000000055039baf,8
1580765141,0,180,00000000550395a9,8
1580765141,0,180,0000000055038a9e,8
1580765141,0,180,000000005903849c,8
1580765141,0,180,59037991,8
1580765141,0,180,000000005903738b,8
1580765141,0,180,5.90E+90,8
1580765141,0,180,000000005d03627e,8
1580765141,0,180,000000005d035d79,8
1580765141,0,180,000000005d03516d,8
1580765141,0,180,000000005d034c68,8
1580765141,0,180,61034666,8
1580765141,0,180,0000000061033b5b,8
1580765141,0,180,61033555,8
1580765141,0,180,61033050,8
1580765141,0,180,65032448,8
1580765141,0,180,000000006d02e10c,8
1580765141,0,180,000000006d02db06,8
1580765141,0,180,000000006d02d601,8
1580765141,0,180,00000000750292c5,8
1580765141,0,180,00000000750281b4,8
1580765141,0,180,0000000075027caf,8
1580765142,0,180,0000000089018ad0,8
1580765142,0,180,0000000089017fc5,8
1580765142,0,180,000000008d01034d,8
1580765142,0,180,000000008d00fd46,8
1580765142,0,180,000000008d00f23b,8
1580765142,0,180,000000009100e734,8
1580765142,0,180,000000009100d623,8
1580765142,0,180,000000009100d01d,8
1580765143,0,180,000000009100cb18,8
1580765143,0,180,000000009100c512,8
1580765143,0,180,000000009100b401,8
1580765143,0,180,000000009100aefb,8
1580765143,0,180,000000009100a3f0,8
1580765143,0,180,000000009100a3f0,8
1580765143,0,180,0000000091009eeb,8
1580765143,0,180,00000000910092df,8
1580765143,0,180,0000000091008dda,8
1580765143,0,180,00000000910087d4,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765143,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765144,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765145,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765146,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765147,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765148,0,180,000000009100004d,8
1580765149,0,180,000000009100004d,8
1580765149,0,180,000000009100004d,8
1580765149,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765150,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765151,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765152,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765153,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765154,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765155,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765156,0,180,000000009100004d,8
1580765157,0,180,000000009100004d,8
1580765157,0,180,000000009100004d,8
1580765157,0,180,000000009100004d,8
1580765157,0,180,000000009100004d,8
1580765157,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765158,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765159,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765160,0,180,000000009100004d,8
1580765161,0,180,000000009100004d,8
1580765161,0,180,000000009100004d,8
1580765161,0,180,000000009100004d,8
1580765161,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765162,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
1580765163,0,180,000000009100004d,8
